Index,ExpectedNumberOperator
221,0.5547320258589336
222,0.38500340992095494
223,0.4537061847119699
224,0.6203790440926761
225,0.641496289416771
226,0.4279927766231103
227,0.39113834507858575
228,0.3991856321165321
229,0.5416029245295897
230,0.3965047991521579
231,0.521594945855154
232,0.49726489109369915
233,0.4668465714411821
234,0.6534881786515453
235,0.4187158694417985
236,0.5101570418548788
237,0.5723841896978109
238,0.8330156356398615
239,0.4159263453545676
240,0.44510606832800254
241,0.52517140413855
242,0.38389282344011594
243,0.4371561761585381
244,0.4373914561762985
245,0.5199225755983992
246,0.42106319051841146
247,0.38715744222422593
248,0.484545022825264
249,0.49100181506532714
250,0.4110911622169227
251,0.5057138547516214
252,0.5743293364211304
253,0.5336657284121284
254,0.5672813848258002
255,0.44806677494664165
256,0.5257576096296728
257,0.321749454019696
258,0.5097954134099766
259,0.46051562441028704
260,0.3692872131415852
261,0.4496420392914215
262,0.46042432297632874
263,0.44987418596227546
264,0.5111566425949442
265,0.5728798405239176
266,0.29471406171549064
267,0.4913383387933697
268,0.43609369504374057
269,0.4318468556557139
270,0.5310220072207553
271,0.4666403069474118
272,0.3584753614951444
273,0.4084936296221628
274,0.4678878419145282
275,0.49137641357897155
276,0.4345090367398509
277,0.5194808511169173
278,0.49793925257287497
279,0.5392280152549085
280,0.4525057624259487
281,0.43439380623631646
282,0.5068729530544497
283,0.44291750663889845
284,0.46173637738644313
285,0.4366636529387793
286,0.5619644383467268
287,0.40789451160004886
288,0.4201604019503541
289,0.3941066906894343
290,0.5956779255445431
291,0.6542714551393314
292,0.45926495978514986
293,0.3673204319849286
294,0.4298272430694519
295,0.6431615479944636
296,0.5537462958072782
297,0.4160139615007379
298,0.44040836846125647
299,0.377777919906322
300,0.49780544244231467
301,0.4473277274474047
302,0.3595702816251275
303,0.4640647689913505
304,0.5091407168641957
305,0.4369696865628878
306,0.4200061552536274
307,0.46127760721274363
308,0.3530764560399808
309,0.45243791368711295
310,0.22458533892138846
311,0.5054214045392647
312,0.42957407882725196
313,0.4956365439759464
314,0.3019514163899353
315,0.44827432097834424
316,0.6588108675479644
317,0.5314155908332105
318,0.4665885059396834
319,0.4851925968975589
320,0.4215540078422785
321,0.42720621989793817
322,0.5290336104530289
323,0.5882096828371949
324,0.5573974880802622
325,0.4928962796877669
326,0.5733849892291613
327,0.5021226470606789
328,0.5789152891053483
329,0.4357196329905718
330,0.3961640948886003
331,0.4082420909515254
332,0.656670872212306
333,0.4607398835144057
334,0.5236048254609366
335,0.45850206903197094
336,0.3568887957398123
337,0.5673608771794173
338,0.47712648029259425
339,0.4656580291614168
340,0.5927854932867348
341,0.4163344300132352
342,0.5027210422157239
343,0.4593943974711619
344,0.5706559273811015
345,0.5038535393231393
346,0.43256600405921714
347,0.476390743977075
348,0.3632632834233609
349,0.5257257411068516
350,0.4251703176078139
351,0.5843767617563272
352,0.5453871009226186
353,0.3983071587246832
354,0.7244584703839103
355,0.5517089021628816
356,0.5281342453246183
357,0.4496093190700195
358,0.5375464887603656
359,0.545339290158795
360,0.5169972143594244
361,0.5345551323719766
362,0.28816470776654246
363,0.5215727065973511
364,0.4358082966011854
365,0.3041320289264771
366,0.3850260337992442
367,0.6175794196605607
368,0.4396719748899631
369,0.5774989128884735
370,0.5224253131021369
371,0.43427978383498156
372,0.42475839813982874
373,0.5508418508433749
374,0.2801993789114869
375,0.48018353803478264
376,0.4775220221404196
377,0.4649391884997413
378,0.5748765983728785
379,0.5722224157577775
380,0.42272155801018707
381,0.36450518164695567
382,0.43334488814696526
383,0.5741495364625239
384,0.41256458239165045
385,0.5025236467801923
386,0.48154112736920673
387,0.48415964601400496
388,0.43340573225267404
389,0.5325442748740805
390,0.3436078845815765
391,0.4853400282583221
392,0.4483381084660897
393,0.46830835770511514
394,0.5071379540660323
395,0.4772795710409461
396,0.6041462934394308
397,0.43703995824333797
398,0.42902917968309195
399,0.35857201667624905
400,0.45639981352976544
401,0.5489727901113269
402,0.4404837575178936
403,0.3466044636186608
404,0.37169943371166025
405,0.4379275276359439
406,0.3650455261643501
407,0.5896639397293848
408,0.3653399518801627
409,0.42915708388222473
410,0.45697032059990556
411,0.2594218568436236
412,0.4039145678128052
413,0.439855176479485
414,0.4671292848009701
415,0.5055832069149376
416,0.4707790843525816
417,0.5764144914479473
418,0.41747078592477754
419,0.5789654199077439
420,0.5179136523319967
421,0.5472956449574081
422,0.4738795521459136
423,0.41407060403663615
424,0.41088071468090587
425,0.5254671298414861
426,0.4737378261011253
427,0.3995628703635018
428,0.5327627058999138
429,0.6062042678307928
430,0.353865556625439
431,0.47775545026969995
432,0.5662941563105314
433,0.5539868389996387
434,0.40632988946569515
435,0.48405598788725135
436,0.47992853595197926
437,0.5328145771830989
438,0.4650671983918284
439,0.39912941218171805
440,0.6199023550477674
441,0.43902780058387697
442,0.46980431012973306
443,0.5726869193877312
444,0.44703868010033965
445,0.36458204881893075
446,0.508833747987046
447,0.49364613771438015
448,0.4716616584181619
449,0.5651836109731746
450,0.5335956863470549
451,0.4188853965515874
452,0.4904835600277589
453,0.5598465538385351
454,0.5180819433987609
455,0.43501017264568265
456,0.35532461753746447
457,0.3599497311904528
458,0.2517349892702679
459,0.3088875988685497
460,0.45247243476177634
461,0.6289555252223221
462,0.43873703951807275
463,0.43107096405572576
464,0.3459446865413134
465,0.6937729956498372
466,0.34002065825173866
467,0.36501325601240187
468,0.5444707331647862
469,0.4262305891932381
470,0.4667975804864419
471,0.5600140056780623
472,0.40228238239363967
473,0.4680982119089506
474,0.4510651581557296
475,0.4769083985703175
476,0.45336706167581153
477,0.45477093702213495
478,0.5501795494840739
479,0.34943618179485814
480,0.4916361761621327
481,0.6603580745250678
482,0.4752550298873756
483,0.4259145112758766
484,0.5087534012413985
485,0.46409515921042593
486,0.17143601748548032
487,0.4048750872741507
488,0.37846402010446323
489,0.517863302042742
490,0.3589742619629114
491,0.4848182218650962
492,0.5503572458944268
493,0.4509344960904155
494,0.3822485581664415
495,0.4556478248719563
496,0.5188056742727265
497,0.325590023778192
498,0.6538455901798841
499,0.4348796714444095
500,0.4952470754757742
501,0.45151826023506425
502,0.6325814877618587
503,0.41935700347014854
504,0.5540622898339708
505,0.41511995463873386
506,0.303976891948927
507,0.45064801396094184
508,0.467047854065569
509,0.5447002503330304
510,0.5122382842800244
511,0.3961806660296904
512,0.609288793557238
513,0.4416366854558915
514,0.6042936806747663
515,0.5295095599855716
516,0.4028498511543391
517,0.48327806446554944
518,0.5157941325436872
519,0.5370577364175189
520,0.5150585417691931
521,0.5345347004298092
522,0.458509622492998
523,0.5864135770239914
524,0.37583869335838005
525,0.4289334208727998
526,0.4383685478273676
527,0.48606049878438773
528,0.38716925907506067
529,0.5133208395900773
530,0.45571987365374794
531,0.5325880242577666
532,0.6232621217168636
533,0.6509371297254253
534,0.45024490957748237
535,0.509236700864268
536,0.49713612075492164
537,0.48629420472136076
538,0.5775702492623712
539,0.5858068644162722
540,0.6318087530388177
541,0.5169659359639722
542,0.4560624756119801
543,0.5504742956251598
544,0.5244708197891007
545,0.5743355120608562
546,0.49694751669173365
547,0.43471414216789106
548,0.4309481432788955
549,0.4778864165835041
550,0.3745147213927112
551,0.427300025330989
552,0.6606118432369749
553,0.5408806608680878
554,0.574213925341416
555,0.5351832620370254
556,0.41193563385371684
557,0.6505462097741482
558,0.5185270251040275
559,0.526328054949568
560,0.5367624182859797
561,0.5179714094840782
562,0.5379933004011279
563,0.5050515789066385
564,0.43325857243527804
565,0.3637983261848465
566,0.5416758164301131
567,0.2960252629540114
568,0.41891239489036347
569,0.4724297530491393
570,0.4748251729541202
571,0.3957391162794307
572,0.428085896235619
573,0.3791051278643888
574,0.42284267807839376
575,0.5142864254965406
576,0.39362688618611646
577,0.46962388608777283
578,0.4453944502129337
579,0.5573955672920607
580,0.3645000528635987
581,0.4951985916616013
582,0.5154714963978613
583,0.4689927573921578
584,0.4395233715378471
585,0.581589830190553
586,0.29060991352519083
587,0.6610257995158462
588,0.609543429909623
589,0.37803444184253243
590,0.42937678231523213
591,0.4182571989561904
592,0.6459439708187663
593,0.5638096559069956
594,0.4444787175218088
595,0.3267392548515388
596,0.4765776844954008
597,0.44486948444939667
598,0.4728244182882738
599,0.40761950514601014
600,0.5602201600192831
601,0.25770652595240245
602,0.3607280469220966
603,0.586697978420401
604,0.4294302346050451
605,0.5306761115008164
606,0.46165795506954843
607,0.5098434148302842
608,0.5071272337697632
609,0.47029182189815494
610,0.3982433059411866
611,0.5103084996186054
612,0.5350600851253096
613,0.42791096359094494
614,0.45228563214885026
615,0.5835588935744959
616,0.4461240798465792
617,0.2529442851009647
618,0.4199507752692516
619,0.1590473558238231
620,0.5196171136063394
621,0.45018860510475606
622,0.48513620459443524
623,0.45402502856365784
624,0.4782103225058735
625,0.5148867087889535
626,0.5373498672253307
627,0.5201150475885026
628,0.5101268534138911
629,0.356221101427335
630,0.47375031252903566
631,0.5605936937812231
632,0.4421353184189675
633,0.438610388478607
634,0.48467403781475576
635,0.4762297971523372
636,0.41601947910015324
637,0.4368865073920933
638,0.40206754438409625
639,0.3974683621176952
640,0.4958873961471103
641,0.42783083271852257
642,0.5567745128931192
643,0.3604615619517993
644,0.46696476200674264
645,0.32875691766568593
646,0.3856220931668527
647,0.46119483230613545
648,0.5634432545477519
649,0.4749292076876624
650,0.41335140876941007
651,0.5385578497664153
652,0.353231851077497
653,0.4611105454178388
654,0.3498443696173389
655,0.36799389145727124
656,0.4311328648436267
657,0.52059959933429
658,0.3851930164799899
659,0.5384191541214136
660,0.5420969150010756
661,0.42196941822704576
662,0.5159952658150594
663,0.4151264651408007
664,0.46954719692299296
665,0.46736020369130404
666,0.27293342999685155
667,0.5707572006811095
668,0.48050785676474916
669,0.5189510877211345
670,0.48764605180859266
671,0.427276013300513
672,0.5939839770378609
673,0.4434060992396879
674,0.5088430806772757
675,0.5249349762907353
676,0.528873250064915
677,0.49866489371595274
678,0.3131109819314184
679,0.38353387916222087
680,0.4174778754168394
681,0.5457010182860182
682,0.607413202425229
683,0.4353954272204066
684,0.4442793926563359
685,0.5657700173844011
686,0.40684817844065746
687,0.4291082622038154
688,0.38026305057973864
689,0.5306279297888888
690,0.5144255683975323
691,0.4706078698694564
692,0.5006629550231286
693,0.6033744264440545
694,0.4144742476856732
695,0.6539453367663094
696,0.4551791362761577
697,0.29522632438357943
698,0.4909670911736762
699,0.5006224353195999
700,0.49246659495109213
701,0.45925738464191523
702,0.4745359384375733
703,0.425552251482945
704,0.4524163959281315
705,0.4895340529523433
706,0.5069551200015885
707,0.4358204662438885
708,0.46378465910596506
709,0.3996970576481736
710,0.35430440003274943
711,0.4300503643244487
712,0.45125772949524734
713,0.4745458341190973
714,0.46061288657617383
715,0.6683422541935924
716,0.43410325288304485
717,0.4447414223468366
718,0.45058516099696366
719,0.48241067531185083
720,0.4326767852676903
721,0.36177770533200304
722,0.5003312916641972
723,0.44343489053566504
724,0.5017576284733295
725,0.49197154658187914
726,0.5457516542241411
727,0.5211203646250642
728,0.42385004604665416
729,0.35042961414900986
730,0.6477228822717316
731,0.4256521348144694
732,0.6380303175700253
733,0.30711163986683415
734,0.43843701976211613
735,0.39358893343472245
736,0.5624956147071606
737,0.5071833352356624
738,0.5001978410637402
739,0.46454501837997847
740,0.5015607256418421
741,0.5398101464654128
742,0.5972298702899925
743,0.5212130491560125
744,0.5330689570894134
745,0.4683065468555262
746,0.45258297340108844
747,0.5766337547206128
748,0.5120270939801096
749,0.5939320492390451
750,0.4900994553984067
751,0.5099812313366893
752,0.46776029173000955
753,0.5474306736742713
754,0.5628541161126454
755,0.4056751662669808
756,0.5445978515018118
757,0.3458457224913051
758,0.5416101063779527
759,0.5111008271977814
760,0.4990495721083612
761,0.4706383739158003
762,0.49032619030101976
763,0.5603596554371244
764,0.5217211004857336
765,0.41625468019261364
766,0.3688767983307753
767,0.4776149782361079
768,0.41078178851339747
769,0.5213323830413245
770,0.3532099764695741
771,0.5218974902285336
772,0.4613881572726475
773,0.5352499518325816
774,0.5379569587368196
775,0.36315764073863194
776,0.471292009649622
777,0.6558922120411933
778,0.4487931425528677
779,0.5874479167298241
780,0.5950325957528428
781,0.4081577075519286
782,0.4412080524093383
783,0.4857197863066394
784,0.5209415923589383
785,0.5188464560273686
786,0.46888222452635675
787,0.37378927268110684
788,0.47951368912453723
789,0.5289267456010532
790,0.5077330950899506
791,0.5077845726563233
792,0.5485963423553041
793,0.343386185650014
794,0.4550319515292042
795,0.5104920744444497
796,0.4422905990271173
797,0.5147656250867328
798,0.4125500119985978
799,0.6105560336654717
800,0.36057333328133323
801,0.5547716859818098
802,0.3391584362469627
803,0.3085807187530341
804,0.46300122134812
805,0.36959530956432196
806,0.3398564370159621
807,0.4734477072415566
808,0.6011617645872562
809,0.45064270296351566
810,0.5213451150022458
811,0.5761276039062488
812,0.4167989090022736
813,0.43952299489446456
814,0.5395447991930306
815,0.4303471017984099
816,0.38938259145690807
817,0.48769797188137004
818,0.4209010976807557
819,0.39872386009425964
820,0.4617075356981499
821,0.5016171497094806
822,0.4261889744128848
823,0.3841253081694501
824,0.6878304640980608
825,0.5413668024573985
826,0.47174394768915034
827,0.4951561877391736
828,0.6166725682061424
829,0.5183124581804519
830,0.45051331470163114
831,0.5061872267624501
832,0.5638309859435409
833,0.3564492432009245
834,0.4336137263939709
835,0.49073642446769195
836,0.4470333140783739
837,0.5980616578257364
838,0.44312799781203094
839,0.46740774068394414
840,0.5597660695598293
841,0.5419796732357411
842,0.6047682201370733
843,0.38103842918652014
844,0.44925730754188586
845,0.38002906094710714
846,0.4212830162981703
847,0.50217255538678
848,0.5635129168870259
849,0.34301830684819845
850,0.3911363040441274
851,0.5286373262930362
852,0.5404013956863244
853,0.34339452503285534
854,0.5428593228907015
855,0.3825092663268869
856,0.5474245426317053
857,0.4496520870419148
858,0.5003246502909547
859,0.47942903533231873
860,0.5050477800943616
861,0.4506479715021095
862,0.5008029444190463
863,0.44186861161703833
864,0.42215614317952316
865,0.1610769778784988
866,0.5331126100557301
867,0.48541407898718325
868,0.5940129347008154
869,0.4799020645340014
870,0.31759568845546926
871,0.33607072810551747
872,0.5112221174391354
873,0.4783314165673547
874,0.21817135633506485
875,0.5314859882084365
876,0.5109861161537212
877,0.37364118325506984
878,0.6250838534354984
879,0.38652309817514374
880,0.466908464446626
881,0.409838120802348
882,0.5858801216614697
883,0.45088723175675877
884,0.4040858345429348
885,0.3705488239715461
886,0.5300230977654324
887,0.4652500668349691
888,0.33658907621538825
889,0.3960249372458228
890,0.3187279221527909
891,0.5615140822565958
892,0.3852629448207398
893,0.5741603030567743
894,0.6371757181483101
895,0.4439918133736316
896,0.5177855709703113
897,0.4588061487579753
898,0.5624028579664417
899,0.4287063393553739
900,0.4791330451015458
901,0.584867831414624
902,0.419406903658251
903,0.45307645613501935
904,0.44446868065220774
905,0.4689294894221532
906,0.45131660917611877
907,0.47428155825874097
908,0.45668463157911476
909,0.5574310772163056
910,0.3842163725166346
911,0.4607049686611022
912,0.5282981957289441
913,0.5093314853534493
914,0.4350256996640565
915,0.6062171581180837
916,0.22545854469847976
917,0.6118842228842676
918,0.4340778170513337
919,0.47889855891342503
920,0.5847665247901345
921,0.4719385512819277
922,0.44389586640976786
923,0.4992952847121412
924,0.43922098590938957
925,0.3970587750704588
926,0.5343258660734715
927,0.33916634694689146
928,0.5036589211370628
929,0.5206486653425426
930,0.520722007550263
931,0.6957562350132133
932,0.4533323517982277
933,0.2941824078333737
934,0.4661532928996412
935,0.6332766381517578
936,0.38688735079029
937,0.4834253134729447
938,0.4498659305864329
939,0.5378243453070929
940,0.4372986147627362
941,0.48678183684484616
942,0.43965268874652913
943,0.49738303247068255
944,0.5237248081397301
945,0.3461193081996933
946,0.45765201731673893
947,0.4999964269981668
948,0.4660004972123663
949,0.6075646838282996
950,0.43283385120977386
951,0.5069785681843646
952,0.4896447535657241
953,0.6227582719445526
954,0.4245777986173379
955,0.4414631974035599
956,0.36259931741941087
957,0.6075698658987619
958,0.36648737215911525
959,0.3564709930225141
960,0.4664919558189852
961,0.5149935543145646
962,0.5893452790382272
963,0.41512079610926733
964,0.47256134355515744
965,0.43943272483492535
966,0.38040840038918844
967,0.40868496200132
968,0.5002632685701486
969,0.32969655900499534
970,0.5534730930761436
971,0.36331211188841966
972,0.522524913775897
973,0.2831535193461547
974,0.5020579375923105
975,0.4854367061890362
976,0.427694223954567
977,0.5788663666893026
978,0.49644317880493094
979,0.5638840824793493
980,0.46327773128979965
981,0.565882719350902
982,0.445376988244122
983,0.511028803751654
984,0.5017638255116191
985,0.5695308479082961
986,0.43611524969318244
987,0.5214026545971628
988,0.3168939144448014
989,0.48530521734835896
990,0.34485462693942864
991,0.5345405705474465
992,0.4729995546499704
993,0.4469555148706976
994,0.4590877409769562
995,0.4155843620808938
996,0.5944043779541756
997,0.4766148020911408
998,0.44884997828641154
999,0.44729844643892863
1000,0.5332196792180476
